Start,End,GC_Contet
4050,4150,0.59
4051,4151,0.6
4052,4152,0.6
4053,4153,0.61
4054,4154,0.6
4055,4155,0.61
4056,4156,0.6
4057,4157,0.59
4058,4158,0.58
4059,4159,0.57
4060,4160,0.57
4061,4161,0.58
4062,4162,0.58
4063,4163,0.58
4064,4164,0.57
4065,4165,0.57
4066,4166,0.56
4067,4167,0.56
4068,4168,0.57
4069,4169,0.57
4070,4170,0.57
4071,4171,0.57
4072,4172,0.57
4073,4173,0.57
4074,4174,0.58
4075,4175,0.59
4076,4176,0.59
4077,4177,0.59
4078,4178,0.59
4079,4179,0.6
4080,4180,0.6
4081,4181,0.6
4082,4182,0.6
4083,4183,0.6
4084,4184,0.59
4085,4185,0.59
4086,4186,0.58
4087,4187,0.58
4088,4188,0.57
4089,4189,0.56
4090,4190,0.57
4091,4191,0.56
4092,4192,0.56
4093,4193,0.55
4094,4194,0.55
4095,4195,0.54
4096,4196,0.53
4097,4197,0.53
4098,4198,0.53
4099,4199,0.53
4100,4200,0.52
4101,4201,0.52
4102,4202,0.51
4103,4203,0.51
4104,4204,0.5
4105,4205,0.49
4106,4206,0.48
4107,4207,0.48
4108,4208,0.48
4109,4209,0.48
4110,4210,0.48
4111,4211,0.48
4112,4212,0.47
4113,4213,0.47
4114,4214,0.48
4115,4215,0.49
4116,4216,0.49
4117,4217,0.5
4118,4218,0.5
4119,4219,0.5
4120,4220,0.49
4121,4221,0.49
4122,4222,0.5
4123,4223,0.51
4124,4224,0.51
4125,4225,0.5
4126,4226,0.5
4127,4227,0.5
4128,4228,0.49
4129,4229,0.5
4130,4230,0.49
4131,4231,0.49
4132,4232,0.49
4133,4233,0.5
4134,4234,0.49
4135,4235,0.5
4136,4236,0.49
4137,4237,0.49
4138,4238,0.48
4139,4239,0.49
4140,4240,0.49
4141,4241,0.48
4142,4242,0.49
4143,4243,0.48
4144,4244,0.49
4145,4245,0.49
4146,4246,0.49
4147,4247,0.49
4148,4248,0.48
4149,4249,0.47
4150,4250,0.48
4151,4251,0.48
4152,4252,0.48
4153,4253,0.47
4154,4254,0.47
4155,4255,0.47
4156,4256,0.47
4157,4257,0.47
4158,4258,0.48
4159,4259,0.48
4160,4260,0.48
4161,4261,0.48
4162,4262,0.48
4163,4263,0.48
4164,4264,0.48
4165,4265,0.48
4166,4266,0.48
4167,4267,0.48
4168,4268,0.47
4169,4269,0.47
4170,4270,0.48
4171,4271,0.47
4172,4272,0.47
4173,4273,0.48
4174,4274,0.48
4175,4275,0.47
4176,4276,0.47
4177,4277,0.47
4178,4278,0.46
4179,4279,0.46
4180,4280,0.46
4181,4281,0.45
4182,4282,0.46
4183,4283,0.47
4184,4284,0.47
4185,4285,0.48
4186,4286,0.49
4187,4287,0.5
4188,4288,0.5
4189,4289,0.5
4190,4290,0.5
4191,4291,0.5
4192,4292,0.5
4193,4293,0.51
4194,4294,0.52
4195,4295,0.53
4196,4296,0.53
4197,4297,0.53
4198,4298,0.53
4199,4299,0.53
4200,4300,0.53
4201,4301,0.54
4202,4302,0.54
4203,4303,0.54
4204,4304,0.55
4205,4305,0.56
4206,4306,0.57
4207,4307,0.57
4208,4308,0.57
4209,4309,0.56
4210,4310,0.56
4211,4311,0.56
4212,4312,0.57
4213,4313,0.56
4214,4314,0.56
4215,4315,0.56
4216,4316,0.56
4217,4317,0.56
4218,4318,0.57
4219,4319,0.56
4220,4320,0.57
4221,4321,0.57
4222,4322,0.57
4223,4323,0.57
4224,4324,0.58
4225,4325,0.58
4226,4326,0.59
4227,4327,0.58
4228,4328,0.58
4229,4329,0.57
4230,4330,0.57
4231,4331,0.56
4232,4332,0.55
4233,4333,0.54
4234,4334,0.54
4235,4335,0.53
4236,4336,0.54
4237,4337,0.53
4238,4338,0.53
4239,4339,0.52
4240,4340,0.51
4241,4341,0.51
4242,4342,0.5
4243,4343,0.5
4244,4344,0.49
4245,4345,0.49
4246,4346,0.49
4247,4347,0.49
4248,4348,0.5
4249,4349,0.5
4250,4350,0.5
4251,4351,0.49
4252,4352,0.48
4253,4353,0.49
4254,4354,0.5
4255,4355,0.5
4256,4356,0.51
4257,4357,0.51
4258,4358,0.51
4259,4359,0.51
4260,4360,0.51
4261,4361,0.5
4262,4362,0.5
4263,4363,0.49
4264,4364,0.49
4265,4365,0.48
4266,4366,0.49
4267,4367,0.48
4268,4368,0.48
4269,4369,0.48
4270,4370,0.48
4271,4371,0.49
4272,4372,0.49
4273,4373,0.48
4274,4374,0.48
4275,4375,0.49
4276,4376,0.49
4277,4377,0.48
4278,4378,0.49
4279,4379,0.49
4280,4380,0.49
4281,4381,0.5
4282,4382,0.49
4283,4383,0.49
4284,4384,0.5
4285,4385,0.49
4286,4386,0.49
4287,4387,0.48
4288,4388,0.48
4289,4389,0.49
4290,4390,0.48
4291,4391,0.49
4292,4392,0.49
4293,4393,0.48
4294,4394,0.48
4295,4395,0.47
4296,4396,0.47
4297,4397,0.48
4298,4398,0.49
4299,4399,0.49
4300,4400,0.49
4301,4401,0.49
4302,4402,0.5
4303,4403,0.5
4304,4404,0.5
4305,4405,0.49
4306,4406,0.49
4307,4407,0.5
4308,4408,0.5
4309,4409,0.5
4310,4410,0.51
4311,4411,0.51
4312,4412,0.51
4313,4413,0.51
4314,4414,0.5
4315,4415,0.49
4316,4416,0.5
4317,4417,0.49
4318,4418,0.49
4319,4419,0.5
4320,4420,0.49
4321,4421,0.49
4322,4422,0.49
4323,4423,0.49
4324,4424,0.48
4325,4425,0.48
4326,4426,0.47
4327,4427,0.47
4328,4428,0.48
4329,4429,0.48
4330,4430,0.49
4331,4431,0.5
4332,4432,0.51
4333,4433,0.51
4334,4434,0.51
4335,4435,0.52
4336,4436,0.51
4337,4437,0.52
4338,4438,0.53
4339,4439,0.54
4340,4440,0.54
4341,4441,0.55
4342,4442,0.55
4343,4443,0.56
4344,4444,0.57
4345,4445,0.57
4346,4446,0.58
4347,4447,0.59
4348,4448,0.58
4349,4449,0.59
4350,4450,0.59
4351,4451,0.6
4352,4452,0.61
4353,4453,0.6
4354,4454,0.6
4355,4455,0.59
4356,4456,0.59
4357,4457,0.59
4358,4458,0.59
4359,4459,0.59
4360,4460,0.59
4361,4461,0.59
4362,4462,0.58
4363,4463,0.59
4364,4464,0.59
4365,4465,0.59
4366,4466,0.58
4367,4467,0.58
4368,4468,0.59
4369,4469,0.58
4370,4470,0.57
4371,4471,0.56
4372,4472,0.56
4373,4473,0.56
4374,4474,0.56
4375,4475,0.55
4376,4476,0.54
4377,4477,0.54
4378,4478,0.53
4379,4479,0.52
4380,4480,0.51
4381,4481,0.5
4382,4482,0.5
4383,4483,0.5
4384,4484,0.5
4385,4485,0.5
4386,4486,0.5
4387,4487,0.51
4388,4488,0.51
4389,4489,0.5
4390,4490,0.51
4391,4491,0.5
4392,4492,0.5
4393,4493,0.5
4394,4494,0.49
4395,4495,0.5
4396,4496,0.5
4397,4497,0.49
4398,4498,0.48
4399,4499,0.47
4400,4500,0.48
4401,4501,0.47
4402,4502,0.47
4403,4503,0.48
4404,4504,0.47
4405,4505,0.48
4406,4506,0.47
4407,4507,0.47
4408,4508,0.47
4409,4509,0.47
4410,4510,0.46
4411,4511,0.46
4412,4512,0.45
4413,4513,0.45
4414,4514,0.45
4415,4515,0.46
4416,4516,0.45
4417,4517,0.45
4418,4518,0.44
4419,4519,0.43
4420,4520,0.43
4421,4521,0.42
4422,4522,0.42
4423,4523,0.41
4424,4524,0.41
4425,4525,0.41
4426,4526,0.41
4427,4527,0.42
4428,4528,0.41
4429,4529,0.41
4430,4530,0.4
4431,4531,0.39
4432,4532,0.39
4433,4533,0.39
4434,4534,0.39
4435,4535,0.38
4436,4536,0.38
4437,4537,0.38
4438,4538,0.37
4439,4539,0.37
4440,4540,0.37
4441,4541,0.37
4442,4542,0.37
4443,4543,0.37
4444,4544,0.36
4445,4545,0.36
4446,4546,0.35
4447,4547,0.34
4448,4548,0.34
4449,4549,0.34
4450,4550,0.33
4451,4551,0.32
4452,4552,0.31
4453,4553,0.31
4454,4554,0.31
4455,4555,0.32
4456,4556,0.31
4457,4557,0.32
4458,4558,0.32
4459,4559,0.32
4460,4560,0.32
4461,4561,0.32
4462,4562,0.32
4463,4563,0.31
4464,4564,0.31
4465,4565,0.31
4466,4566,0.31
4467,4567,0.32
4468,4568,0.31
4469,4569,0.32
4470,4570,0.32
4471,4571,0.32
4472,4572,0.32
4473,4573,0.32
4474,4574,0.31
4475,4575,0.32
4476,4576,0.32
4477,4577,0.32
4478,4578,0.33
4479,4579,0.33
4480,4580,0.33
4481,4581,0.33
4482,4582,0.33
4483,4583,0.33
4484,4584,0.32
4485,4585,0.33
4486,4586,0.33
4487,4587,0.33
4488,4588,0.34
4489,4589,0.34
4490,4590,0.34
4491,4591,0.35
4492,4592,0.36
4493,4593,0.37
4494,4594,0.38
4495,4595,0.37
4496,4596,0.37
4497,4597,0.37
4498,4598,0.37
4499,4599,0.38
4500,4600,0.38
4501,4601,0.38
4502,4602,0.37
4503,4603,0.37
4504,4604,0.37
4505,4605,0.36
4506,4606,0.36
4507,4607,0.35
4508,4608,0.34
4509,4609,0.34
4510,4610,0.34
4511,4611,0.34
4512,4612,0.35
4513,4613,0.35
4514,4614,0.35
4515,4615,0.35
4516,4616,0.36
4517,4617,0.36
4518,4618,0.37
4519,4619,0.37
4520,4620,0.37
4521,4621,0.38
4522,4622,0.38
4523,4623,0.38
4524,4624,0.39
4525,4625,0.39
4526,4626,0.39
4527,4627,0.38
4528,4628,0.39
4529,4629,0.39
4530,4630,0.39
4531,4631,0.4
4532,4632,0.39
4533,4633,0.4
4534,4634,0.41
4535,4635,0.41
4536,4636,0.41
4537,4637,0.41
4538,4638,0.42
4539,4639,0.41
4540,4640,0.42
4541,4641,0.42
4542,4642,0.42
4543,4643,0.41
4544,4644,0.41
4545,4645,0.4
4546,4646,0.4
4547,4647,0.4
4548,4648,0.4
4549,4649,0.39
4550,4650,0.39
4551,4651,0.4
4552,4652,0.4
4553,4653,0.41
4554,4654,0.4
4555,4655,0.39
4556,4656,0.39
4557,4657,0.38
4558,4658,0.38
4559,4659,0.39
4560,4660,0.38
4561,4661,0.39
4562,4662,0.4
4563,4663,0.41
4564,4664,0.42
4565,4665,0.42
4566,4666,0.43
4567,4667,0.42
4568,4668,0.42
4569,4669,0.41
4570,4670,0.42
4571,4671,0.42
4572,4672,0.41
4573,4673,0.42
4574,4674,0.42
4575,4675,0.42
4576,4676,0.42
4577,4677,0.43
4578,4678,0.42
4579,4679,0.42
4580,4680,0.42
4581,4681,0.42
4582,4682,0.43
4583,4683,0.43
4584,4684,0.43
4585,4685,0.42
4586,4686,0.41
4587,4687,0.4
4588,4688,0.39
4589,4689,0.39
4590,4690,0.39
4591,4691,0.38
4592,4692,0.38
4593,4693,0.38
4594,4694,0.38
4595,4695,0.38
4596,4696,0.39
4597,4697,0.4
4598,4698,0.4
4599,4699,0.39
4600,4700,0.38
4601,4701,0.39
4602,4702,0.4
4603,4703,0.39
4604,4704,0.4
4605,4705,0.41
4606,4706,0.41
4607,4707,0.41
4608,4708,0.41
4609,4709,0.41
4610,4710,0.41
4611,4711,0.41
4612,4712,0.4
4613,4713,0.41
4614,4714,0.41
4615,4715,0.4
4616,4716,0.39
4617,4717,0.4
4618,4718,0.39
4619,4719,0.39
4620,4720,0.39
4621,4721,0.38
4622,4722,0.37
4623,4723,0.37
4624,4724,0.37
4625,4725,0.38
4626,4726,0.38
4627,4727,0.38
4628,4728,0.38
4629,4729,0.39
4630,4730,0.39
4631,4731,0.38
4632,4732,0.38
4633,4733,0.38
4634,4734,0.37
4635,4735,0.37
4636,4736,0.37
4637,4737,0.37
4638,4738,0.37
4639,4739,0.37
4640,4740,0.36
4641,4741,0.35
4642,4742,0.35
4643,4743,0.35
4644,4744,0.35
4645,4745,0.35
4646,4746,0.35
4647,4747,0.35
4648,4748,0.36
4649,4749,0.36
4650,4750,0.36
4651,4751,0.36
4652,4752,0.36
4653,4753,0.35
4654,4754,0.35
4655,4755,0.35
4656,4756,0.35
4657,4757,0.35
4658,4758,0.34
4659,4759,0.34
4660,4760,0.35
4661,4761,0.34
4662,4762,0.33
4663,4763,0.32
4664,4764,0.32
4665,4765,0.32
4666,4766,0.32
4667,4767,0.33
4668,4768,0.33
4669,4769,0.34
4670,4770,0.34
4671,4771,0.34
4672,4772,0.35
4673,4773,0.34
4674,4774,0.34
4675,4775,0.33
4676,4776,0.34
4677,4777,0.34
4678,4778,0.35
4679,4779,0.35
4680,4780,0.36
4681,4781,0.36
4682,4782,0.35
4683,4783,0.35
4684,4784,0.35
4685,4785,0.35
4686,4786,0.36
4687,4787,0.37
4688,4788,0.38
4689,4789,0.39
4690,4790,0.38
4691,4791,0.39
4692,4792,0.39
4693,4793,0.39
4694,4794,0.38
4695,4795,0.39
4696,4796,0.39
4697,4797,0.38
4698,4798,0.39
4699,4799,0.39
4700,4800,0.4
4701,4801,0.4
4702,4802,0.4
4703,4803,0.4
4704,4804,0.39
4705,4805,0.39
4706,4806,0.4
4707,4807,0.41
4708,4808,0.41
4709,4809,0.41
4710,4810,0.42
4711,4811,0.41
4712,4812,0.41
4713,4813,0.41
4714,4814,0.41
4715,4815,0.42
4716,4816,0.43
4717,4817,0.43
4718,4818,0.44
4719,4819,0.44
4720,4820,0.45
4721,4821,0.45
4722,4822,0.46
4723,4823,0.47
4724,4824,0.47
4725,4825,0.47
4726,4826,0.47
4727,4827,0.47
4728,4828,0.47
4729,4829,0.47
4730,4830,0.47
4731,4831,0.48
4732,4832,0.48
4733,4833,0.48
4734,4834,0.49
4735,4835,0.5
4736,4836,0.5
4737,4837,0.5
4738,4838,0.5
4739,4839,0.51
4740,4840,0.52
4741,4841,0.53
4742,4842,0.54
4743,4843,0.54
4744,4844,0.54
4745,4845,0.55
4746,4846,0.55
4747,4847,0.55
4748,4848,0.55
4749,4849,0.56
4750,4850,0.57
4751,4851,0.56
4752,4852,0.56
4753,4853,0.56
4754,4854,0.57
4755,4855,0.57
4756,4856,0.58
4757,4857,0.59
4758,4858,0.59
4759,4859,0.59
4760,4860,0.59
4761,4861,0.6
4762,4862,0.6
4763,4863,0.61
4764,4864,0.6
4765,4865,0.61
4766,4866,0.61
4767,4867,0.61
4768,4868,0.61
4769,4869,0.61
4770,4870,0.61
4771,4871,0.61
4772,4872,0.61
4773,4873,0.61
4774,4874,0.62
4775,4875,0.62
4776,4876,0.61
4777,4877,0.6
4778,4878,0.59
4779,4879,0.59
4780,4880,0.59
4781,4881,0.6
4782,4882,0.6
4783,4883,0.59
4784,4884,0.6
4785,4885,0.6
4786,4886,0.59
4787,4887,0.59
4788,4888,0.58
4789,4889,0.58
4790,4890,0.59
4791,4891,0.59
4792,4892,0.58
4793,4893,0.58
4794,4894,0.59
4795,4895,0.59
4796,4896,0.59
4797,4897,0.6
4798,4898,0.6
4799,4899,0.6
4800,4900,0.6
4801,4901,0.6
4802,4902,0.59
4803,4903,0.6
4804,4904,0.6
4805,4905,0.6
4806,4906,0.6
4807,4907,0.6
4808,4908,0.61
4809,4909,0.62
4810,4910,0.62
4811,4911,0.63
4812,4912,0.63
4813,4913,0.62
4814,4914,0.62
4815,4915,0.61
4816,4916,0.6
4817,4917,0.59
4818,4918,0.59
4819,4919,0.59
4820,4920,0.59
4821,4921,0.59
4822,4922,0.58
4823,4923,0.57
4824,4924,0.56
4825,4925,0.55
4826,4926,0.55
4827,4927,0.56
4828,4928,0.55
4829,4929,0.54
4830,4930,0.55
4831,4931,0.54
4832,4932,0.55
4833,4933,0.54
4834,4934,0.54
4835,4935,0.54
4836,4936,0.55
4837,4937,0.55
4838,4938,0.54
4839,4939,0.53
4840,4940,0.52
4841,4941,0.51
4842,4942,0.51
4843,4943,0.51
4844,4944,0.52
4845,4945,0.52
4846,4946,0.52
4847,4947,0.52
4848,4948,0.52
4849,4949,0.51
4850,4950,0.5
4851,4951,0.51
4852,4952,0.52
4853,4953,0.52
4854,4954,0.52
4855,4955,0.52
4856,4956,0.52
4857,4957,0.52
4858,4958,0.53
4859,4959,0.52
4860,4960,0.52
4861,4961,0.52
4862,4962,0.52
4863,4963,0.52
4864,4964,0.53
4865,4965,0.52
4866,4966,0.52
4867,4967,0.51
4868,4968,0.52
4869,4969,0.52
4870,4970,0.51
4871,4971,0.52
4872,4972,0.52
4873,4973,0.53
4874,4974,0.53
4875,4975,0.53
4876,4976,0.54
4877,4977,0.55
4878,4978,0.55
4879,4979,0.55
4880,4980,0.54
4881,4981,0.54
4882,4982,0.55
4883,4983,0.55
4884,4984,0.55
4885,4985,0.55
4886,4986,0.55
4887,4987,0.55
4888,4988,0.56
4889,4989,0.55
4890,4990,0.55
4891,4991,0.55
4892,4992,0.56
4893,4993,0.55
4894,4994,0.55
4895,4995,0.55
4896,4996,0.54
4897,4997,0.54
4898,4998,0.53
4899,4999,0.54
4900,5000,0.54
4901,5001,0.54
4902,5002,0.54
4903,5003,0.54
4904,5004,0.55
4905,5005,0.55
4906,5006,0.54
4907,5007,0.53
4908,5008,0.52
4909,5009,0.52
4910,5010,0.51
4911,5011,0.51
4912,5012,0.52
4913,5013,0.52
4914,5014,0.53
4915,5015,0.54
4916,5016,0.55
4917,5017,0.55
4918,5018,0.54
4919,5019,0.54
4920,5020,0.53
4921,5021,0.54
4922,5022,0.54
4923,5023,0.55
4924,5024,0.56
4925,5025,0.56
4926,5026,0.57
4927,5027,0.56
4928,5028,0.57
4929,5029,0.57
4930,5030,0.57
4931,5031,0.58
4932,5032,0.58
4933,5033,0.58
4934,5034,0.58
4935,5035,0.58
4936,5036,0.57
4937,5037,0.57
4938,5038,0.57
4939,5039,0.58
4940,5040,0.59
4941,5041,0.6
4942,5042,0.6
4943,5043,0.61
4944,5044,0.61
4945,5045,0.61
4946,5046,0.62
4947,5047,0.63
4948,5048,0.63
4949,5049,0.63
4950,5050,0.63
4951,5051,0.62
4952,5052,0.62
4953,5053,0.62
4954,5054,0.61
4955,5055,0.62
4956,5056,0.62
4957,5057,0.61
4958,5058,0.6
4959,5059,0.6
4960,5060,0.59
4961,5061,0.58
4962,5062,0.58
4963,5063,0.57
4964,5064,0.56
4965,5065,0.56
4966,5066,0.55
4967,5067,0.55
4968,5068,0.54
4969,5069,0.54
4970,5070,0.54
4971,5071,0.53
4972,5072,0.52
4973,5073,0.52
4974,5074,0.51
4975,5075,0.52
4976,5076,0.52
4977,5077,0.52
4978,5078,0.53
4979,5079,0.54
4980,5080,0.54
4981,5081,0.53
4982,5082,0.53
4983,5083,0.54
4984,5084,0.53
4985,5085,0.54
4986,5086,0.55
4987,5087,0.55
4988,5088,0.54
4989,5089,0.54
4990,5090,0.53
4991,5091,0.53
4992,5092,0.52
4993,5093,0.53
4994,5094,0.53
4995,5095,0.53
4996,5096,0.53
4997,5097,0.53
4998,5098,0.53
4999,5099,0.52
5000,5100,0.51
5001,5101,0.51
5002,5102,0.52
5003,5103,0.52
5004,5104,0.52
5005,5105,0.52
5006,5106,0.53
5007,5107,0.53
5008,5108,0.54
5009,5109,0.53
5010,5110,0.54
5011,5111,0.53
5012,5112,0.52
5013,5113,0.53
5014,5114,0.52
5015,5115,0.51
5016,5116,0.5
5017,5117,0.5
5018,5118,0.5
5019,5119,0.5
5020,5120,0.5
5021,5121,0.49
5022,5122,0.5
5023,5123,0.49
5024,5124,0.48
5025,5125,0.48
5026,5126,0.47
5027,5127,0.47
5028,5128,0.46
5029,5129,0.46
5030,5130,0.45
5031,5131,0.44
5032,5132,0.44
5033,5133,0.44
5034,5134,0.43
5035,5135,0.43
5036,5136,0.44
5037,5137,0.44
5038,5138,0.44
5039,5139,0.44
5040,5140,0.44
5041,5141,0.44
5042,5142,0.44
5043,5143,0.43
5044,5144,0.43
5045,5145,0.43
5046,5146,0.42
5047,5147,0.42
5048,5148,0.42
5049,5149,0.42
5050,5150,0.43
5051,5151,0.44
5052,5152,0.44
5053,5153,0.45
5054,5154,0.45
5055,5155,0.45
5056,5156,0.45
5057,5157,0.45
5058,5158,0.46
5059,5159,0.46
5060,5160,0.46
5061,5161,0.47
5062,5162,0.47
5063,5163,0.48
5064,5164,0.49
5065,5165,0.5
5066,5166,0.5
5067,5167,0.51
5068,5168,0.52
5069,5169,0.51
5070,5170,0.51
5071,5171,0.52
5072,5172,0.52
5073,5173,0.52
5074,5174,0.53
5075,5175,0.52
5076,5176,0.52
5077,5177,0.51
5078,5178,0.51
5079,5179,0.51
5080,5180,0.51
5081,5181,0.51
5082,5182,0.51
5083,5183,0.5
5084,5184,0.51
5085,5185,0.51
5086,5186,0.51
5087,5187,0.5
5088,5188,0.51
5089,5189,0.52
5090,5190,0.52
5091,5191,0.52
5092,5192,0.52
5093,5193,0.51
5094,5194,0.5
5095,5195,0.5
5096,5196,0.51
5097,5197,0.51
5098,5198,0.52
5099,5199,0.52
5100,5200,0.53
5101,5201,0.52
5102,5202,0.51
5103,5203,0.51
5104,5204,0.51
5105,5205,0.5
5106,5206,0.5
5107,5207,0.51
5108,5208,0.51
5109,5209,0.51
5110,5210,0.51
5111,5211,0.52
5112,5212,0.52
5113,5213,0.52
5114,5214,0.53
5115,5215,0.53
5116,5216,0.54
5117,5217,0.55
5118,5218,0.55
5119,5219,0.55
5120,5220,0.56
5121,5221,0.57
5122,5222,0.56
5123,5223,0.57
5124,5224,0.57
5125,5225,0.58
5126,5226,0.58
5127,5227,0.59
5128,5228,0.6
5129,5229,0.61
5130,5230,0.62
5131,5231,0.62
5132,5232,0.62
5133,5233,0.62
5134,5234,0.62
5135,5235,0.62
5136,5236,0.62
5137,5237,0.61
5138,5238,0.62
5139,5239,0.62
5140,5240,0.62
5141,5241,0.61
5142,5242,0.61
5143,5243,0.61
5144,5244,0.61
5145,5245,0.61
5146,5246,0.61
5147,5247,0.61
5148,5248,0.6
5149,5249,0.61
5150,5250,0.61
5151,5251,0.6
5152,5252,0.6
5153,5253,0.6
5154,5254,0.61
5155,5255,0.6
5156,5256,0.6
5157,5257,0.61
5158,5258,0.61
5159,5259,0.62
5160,5260,0.63
5161,5261,0.62
5162,5262,0.62
5163,5263,0.62
5164,5264,0.62
5165,5265,0.61
5166,5266,0.61
5167,5267,0.61
5168,5268,0.6
5169,5269,0.61
5170,5270,0.61
5171,5271,0.61
5172,5272,0.62
5173,5273,0.62
5174,5274,0.61
5175,5275,0.62
5176,5276,0.61
5177,5277,0.62
5178,5278,0.61
5179,5279,0.6
5180,5280,0.6
5181,5281,0.6
5182,5282,0.59
5183,5283,0.59
5184,5284,0.58
5185,5285,0.57
5186,5286,0.56
5187,5287,0.56
5188,5288,0.55
5189,5289,0.54
5190,5290,0.54
5191,5291,0.53
5192,5292,0.53
5193,5293,0.54
5194,5294,0.54
5195,5295,0.54
5196,5296,0.53
5197,5297,0.52
5198,5298,0.52
5199,5299,0.52
5200,5300,0.52
5201,5301,0.52
5202,5302,0.52
5203,5303,0.51
5204,5304,0.51
5205,5305,0.51
5206,5306,0.51
5207,5307,0.5
5208,5308,0.49
5209,5309,0.5
5210,5310,0.5
5211,5311,0.49
5212,5312,0.49
5213,5313,0.49
5214,5314,0.48
5215,5315,0.48
5216,5316,0.48
5217,5317,0.48
5218,5318,0.49
5219,5319,0.49
5220,5320,0.49
5221,5321,0.48
5222,5322,0.49
5223,5323,0.48
5224,5324,0.48
5225,5325,0.47
5226,5326,0.47
5227,5327,0.47
5228,5328,0.46
5229,5329,0.46
5230,5330,0.45
5231,5331,0.46
5232,5332,0.45
5233,5333,0.45
5234,5334,0.45
5235,5335,0.44
5236,5336,0.44
5237,5337,0.45
5238,5338,0.45
5239,5339,0.44
5240,5340,0.44
5241,5341,0.45
5242,5342,0.44
5243,5343,0.44
5244,5344,0.43
5245,5345,0.42
5246,5346,0.42
5247,5347,0.41
5248,5348,0.41
5249,5349,0.4
5250,5350,0.4
5251,5351,0.4
5252,5352,0.4
5253,5353,0.4
5254,5354,0.39
5255,5355,0.39
5256,5356,0.38
5257,5357,0.38
5258,5358,0.37
5259,5359,0.36
5260,5360,0.35
5261,5361,0.36
5262,5362,0.36
5263,5363,0.35
5264,5364,0.34
5265,5365,0.35
5266,5366,0.35
5267,5367,0.34
5268,5368,0.34
5269,5369,0.34
5270,5370,0.34
5271,5371,0.34
5272,5372,0.33
5273,5373,0.33
5274,5374,0.34
5275,5375,0.34
5276,5376,0.35
5277,5377,0.34
5278,5378,0.34
5279,5379,0.34
5280,5380,0.34
5281,5381,0.35
5282,5382,0.36
5283,5383,0.36
5284,5384,0.37
5285,5385,0.38
5286,5386,0.38
5287,5387,0.39
5288,5388,0.39
5289,5389,0.39
5290,5390,0.39
5291,5391,0.4
5292,5392,0.41
5293,5393,0.4
5294,5394,0.41
5295,5395,0.4
5296,5396,0.4
5297,5397,0.4
5298,5398,0.39
5299,5399,0.39
5300,5400,0.39
5301,5401,0.4
5302,5402,0.4
5303,5403,0.41
5304,5404,0.4
5305,5405,0.4
5306,5406,0.39
5307,5407,0.39
5308,5408,0.4
5309,5409,0.39
5310,5410,0.39
5311,5411,0.39
5312,5412,0.39
5313,5413,0.39
5314,5414,0.39
5315,5415,0.39
5316,5416,0.39
5317,5417,0.38
5318,5418,0.37
5319,5419,0.38
5320,5420,0.37
5321,5421,0.37
5322,5422,0.36
5323,5423,0.37
5324,5424,0.37
5325,5425,0.38
5326,5426,0.38
5327,5427,0.38
5328,5428,0.38
5329,5429,0.38
5330,5430,0.39
5331,5431,0.39
5332,5432,0.39
5333,5433,0.39
5334,5434,0.39
5335,5435,0.39
5336,5436,0.39
5337,5437,0.39
5338,5438,0.39
5339,5439,0.39
5340,5440,0.39
5341,5441,0.38
5342,5442,0.39
5343,5443,0.4
5344,5444,0.4
5345,5445,0.4
5346,5446,0.41
5347,5447,0.42
5348,5448,0.43
5349,5449,0.43
5350,5450,0.42
5351,5451,0.42
5352,5452,0.41
5353,5453,0.41
5354,5454,0.41
5355,5455,0.41
5356,5456,0.41
5357,5457,0.41
5358,5458,0.42
5359,5459,0.42
5360,5460,0.42
5361,5461,0.41
5362,5462,0.41
5363,5463,0.41
5364,5464,0.41
5365,5465,0.4
5366,5466,0.41
5367,5467,0.41
5368,5468,0.41
5369,5469,0.4
5370,5470,0.4
5371,5471,0.4
5372,5472,0.4
5373,5473,0.4
5374,5474,0.39
5375,5475,0.38
5376,5476,0.37
5377,5477,0.38
5378,5478,0.38
5379,5479,0.39
5380,5480,0.39
5381,5481,0.38
5382,5482,0.38
5383,5483,0.38
5384,5484,0.38
5385,5485,0.38
5386,5486,0.38
5387,5487,0.38
5388,5488,0.38
5389,5489,0.39
5390,5490,0.39
5391,5491,0.38
5392,5492,0.37
5393,5493,0.38
5394,5494,0.37
5395,5495,0.37
5396,5496,0.37
5397,5497,0.37
5398,5498,0.38
5399,5499,0.39
5400,5500,0.38
5401,5501,0.37
5402,5502,0.37
5403,5503,0.36
5404,5504,0.36
5405,5505,0.36
5406,5506,0.36
5407,5507,0.36
5408,5508,0.35
5409,5509,0.35
5410,5510,0.34
5411,5511,0.34
5412,5512,0.34
5413,5513,0.33
5414,5514,0.33
5415,5515,0.34
5416,5516,0.33
5417,5517,0.33
5418,5518,0.33
5419,5519,0.33
5420,5520,0.34
5421,5521,0.35
5422,5522,0.35
5423,5523,0.35
5424,5524,0.35
5425,5525,0.34
5426,5526,0.34
5427,5527,0.34
5428,5528,0.34
5429,5529,0.33
5430,5530,0.32
5431,5531,0.32
5432,5532,0.33
5433,5533,0.34
5434,5534,0.34
5435,5535,0.34
5436,5536,0.34
5437,5537,0.33
5438,5538,0.32
5439,5539,0.32
5440,5540,0.32
5441,5541,0.33
5442,5542,0.32
5443,5543,0.31
5444,5544,0.32
5445,5545,0.32
5446,5546,0.32
5447,5547,0.31
